region,CX_ConsequenceofError,CX_ContactWithOthers,CX_CoordinateorLeadOthers,CX_CrampedWorkSpaceAwkwardPositions,CX_DealWithExternalCustomers,CX_DealWithPhysicallyAggressivePeople,CX_DealWithUnpleasantorAngryPeople,CX_DegreeofAutomation,CX_ElectronicMail,CX_ExposedtoContaminants,CX_ExposedtoDiseaseorInfections,CX_ExposedtoHazardousConditions,CX_ExposedtoHazardousEquipment,CX_ExposedtoHighPlaces,CX_ExposedtoMinorBurnsCutsBitesorStings,CX_ExposedtoRadiation,CX_ExposedtoWholeBodyVibration,CX_ExtremelyBrightorInadequateLighting,CX_FacetoFaceDiscussions,CX_FreedomtoMakeDecisions,CX_FrequencyofConflictSituations,CX_FrequencyofDecisionMaking,CX_ImpactofDecisionsonCoworkersorCompanyResults,CX_ImportanceofBeingExactorAccurate,CX_ImportanceofRepeatingSameTasks,CX_InanEnclosedVehicleorEquipment,CX_InanOpenVehicleorEquipment,CX_IndoorsEnvironmentallyControlled,CX_IndoorsNotEnvironmentallyControlled,CX_LettersandMemos,CX_LevelofCompetition,CX_OutdoorsExposedtoWeather,CX_OutdoorsUnderCover,CX_PaceDeterminedbySpeedofEquipment,CX_PhysicalProximity,CX_PublicSpeaking,CX_ResponsibilityforOutcomesandResults,CX_ResponsibleforOthersHealthandSafety,CX_SoundsNoiseLevelsAreDistractingorUncomfortable,CX_SpendTimeBendingorTwistingtheBody,CX_SpendTimeClimbingLaddersScaffoldsorPoles,CX_SpendTimeKeepingorRegainingBalance,CX_SpendTimeKneelingCrouchingStoopingorCrawling,CX_SpendTimeMakingRepetitiveMotions,CX_SpendTimeSitting,CX_SpendTimeStanding,CX_SpendTimeUsingYourHandstoHandleControlorFeelObjectsToolsorControls,CX_SpendTimeWalkingandRunning,CX_StructuredversusUnstructuredWork,CX_Telephone,CX_TimePressure,CX_VeryHotorColdTemperatures,CX_WearCommonProtectiveorSafetyEquipmentsuchasSafetyShoesGlassesGlovesHearingProtectionHardHatsorLifeJackets,CX_WearSpecializedProtectiveorSafetyEquipmentsuchasBreathingApparatusSafetyHarnessFullProtectionSuitsorRadiationProtection,CX_WorkWithWorkGrouporTeam,SK_ActiveLearning,SK_ActiveListening,SK_ComplexProblemSolving,SK_Coordination,SK_CriticalThinking,SK_EquipmentMaintenance,SK_EquipmentSelection,SK_Installation,SK_Instructing,SK_JudgmentandDecisionMaking,SK_LearningStrategies,SK_ManagementofFinancialResources,SK_ManagementofMaterialResources,SK_ManagementofPersonnelResources,SK_Mathematics,SK_Monitoring,SK_Negotiation,SK_OperationMonitoring,SK_OperationandControl,SK_OperationsAnalysis,SK_Persuasion,SK_Programming,SK_QualityControlAnalysis,SK_ReadingComprehension,SK_Repairing,SK_Science,SK_ServiceOrientation,SK_SocialPerceptiveness,SK_Speaking,SK_SystemsAnalysis,SK_SystemsEvaluation,SK_TechnologyDesign,SK_TimeManagement,SK_Troubleshooting,SK_Writing,target_churn
"Duluth, MN-WI",2.8672542477439364,4.555419310490694,3.6199240693739427,1.9203024710941907,3.7647426677946982,1.746669557247603,3.3331771362098137,2.1220706253525097,3.551465524534687,2.652280227721376,2.1133702587422447,1.7756556154822334,1.8801213338973493,1.4891362803158488,2.1103125528764806,1.2013473279751834,1.2817010892554992,1.9032815320078962,4.5955930626057535,3.930912277918782,3.1562159122955444,3.9137583544839254,3.860124012972363,4.166528183164128,3.3659020198815566,2.097570343344614,1.4691901438240271,4.016120875634518,2.024524358432036,3.070169380992668,2.9509688205019735,2.2124213550479412,1.6664385046531303,1.7790641567963903,3.6221594930908068,2.0921947264523406,3.1943615693739424,3.231403923434856,3.0141775592216584,2.4690265792442188,1.3365892026226733,1.5911775592216582,1.9146367562041737,3.1736022454878734,2.7745835800902428,3.409409581218274,3.3251032501410043,2.895047112944162,3.942617421037789,4.195346094190637,3.8067550937676256,2.2173324696841514,2.784838779610829,1.4911081500282009,4.270987556401579,2.993785215736041,3.591829808234631,2.9846853673152847,3.2057402178511,3.3464411837281443,1.4885333826847154,1.4932203715454033,1.1829646785109984,2.799271644106035,3.1102864847715734,2.668872761562324,1.8570478355893965,1.9503267061477723,2.577251163282572,2.438316818245911,3.2590773230400454,2.714604995064862,2.3647578080936267,2.0459101628595597,1.8249295332769317,2.8392001374788496,1.391542124929498,2.1997335377890583,3.3352488543429213,1.469203926959955,1.588684715172025,3.1906140369430345,3.2786948498307953,3.5373467992103778,2.4854095107163,2.451394793429216,1.5915052171460802,3.1069192223632265,1.8682192611393118,3.0043486851381838,10.342163742690058
"Durham-Chapel Hill, NC",2.861051976260401,4.527816063999021,3.6705159691629956,1.7820947289525206,3.7178125764806658,1.661208425110132,3.235965170704846,2.1285895588595203,3.846247246696035,2.440142804698972,2.077693954968184,1.7028259758932942,1.7017052435144397,1.3735349975526185,1.9127018171806167,1.228718076970142,1.1764835872491435,1.7661061398678413,4.6140276707048455,3.9860039311062163,3.1360212922173276,3.879325792339696,3.8557438356583456,4.189411833088595,3.344344927802252,1.9515707140234948,1.3456957293196279,4.180101535731767,1.8771583761625061,3.2017795215369556,3.005480619799315,1.9923451266519823,1.5555420796622612,1.6599729870288793,3.508614552741067,2.1818192302985806,3.2407238895007344,3.110756194933921,2.868119218061674,2.2385584618208516,1.2596756607929516,1.4893858143661283,1.7762068037200194,3.0405944842143904,3.0271718673519334,3.1704219897209986,3.120218337004405,2.6884715033039646,4.00783180372002,4.29090781020558,3.826705381179638,1.999242872001958,2.5936808614782185,1.4375300110132159,4.309911267131669,3.082468902961331,3.6739098139990207,3.0780147913607436,3.2410326725403817,3.445577199583945,1.37005781938326,1.4273192608908467,1.1310486264072444,2.8481006944444442,3.191294496451297,2.731607898923152,1.8980089941262848,1.9735325807635828,2.645206849608419,2.515492244860499,3.2948143814243758,2.7578515816201667,2.273306274473813,1.881049268844836,1.9409843979441996,2.88136485866373,1.4836975036710718,2.141597558737151,3.471140785609398,1.3517833149779734,1.7284639317180617,3.2034839237640726,3.306356093979442,3.619666360744004,2.6039283376162508,2.5596820086882035,1.6215106767009302,3.1392725465002447,1.7402857929515418,3.1502077979686733,9.625768866007316
"East Stroudsburg, PA",2.747180052493438,4.5540575678040245,3.5697216097987754,1.9393683289588801,3.7603044619422574,1.6488687664041994,3.3411541557305338,2.1388893263342084,3.3291244969378826,2.7057450568678916,1.9452180227471567,1.8107173228346458,1.916644969378828,1.525,2.1837377952755905,1.1568554680664918,1.2758503937007875,1.8999977252843394,4.571504286964129,3.8642547681539807,3.0971003499562553,3.883601487314086,3.8287222222222224,4.176548818897638,3.416479002624672,2.0318665791776027,1.531129571303587,4.0102396325459315,2.0359508311461068,2.95110927384077,2.9304929133858266,2.213293525809274,1.7128510061242346,1.8143173228346459,3.5632734908136485,1.9461346456692912,3.1823174103237095,3.25585905511811,2.957145406824147,2.572670516185477,1.3568803149606299,1.6209596675415572,1.987584776902887,3.26282353455818,2.644427734033246,3.5336388451443566,3.4616085739282587,3.028694750656168,3.895925196850394,4.087009186351706,3.752054505686789,2.2848300087489064,2.864291338582677,1.426482327209099,4.262489151356081,2.858755118110236,3.4935897637795272,2.8505000000000003,3.149953368328959,3.2219866141732285,1.5471386701662293,1.50950656167979,1.2179146981627298,2.655905861767279,3.0066270341207346,2.5184594050743656,1.8367893263342083,1.9303968503937006,2.5039364829396322,2.3593743657042867,3.1546712160979875,2.655811461067367,2.3703495188101487,2.094780752405949,1.7026550306211725,2.788534120734908,1.3628117235345583,2.215505774278215,3.1969839895013124,1.5216797900262466,1.414649343832021,3.1623385826771657,3.186883464566929,3.4397421697287838,2.371030971128609,2.3342645669291335,1.5626403324584426,3.044711811023622,1.9488970253718285,2.8609367454068244,11.338307397143467
"Eau Claire, WI",2.8440867180805482,4.541633361896601,3.574969780062839,1.9166715224221653,3.7407397886318194,1.6894362753499,3.30383204798629,2.162623878891745,3.586903684661525,2.642905969722936,2.023421936589546,1.776948757497858,1.9202401028277634,1.5016628963153384,2.0975574407312196,1.1900038274778635,1.268729562982005,1.893609940017138,4.5856181091116825,3.923898828906027,3.131431533847472,3.9233526421022566,3.8584583833190518,4.187276321051129,3.3956443301913737,2.0732706083976007,1.4948018851756641,4.008559268780349,2.0748543273350473,3.0752047986289632,2.9813823479006,2.166788346186804,1.6547866323907456,1.8204647243644674,3.5766711225364185,2.043967495001428,3.178850842616395,3.166837132247929,3.0126397029420167,2.4436392459297345,1.3452120536989431,1.5807283061982291,1.8965337332190801,3.1724023993144814,2.8301402456441016,3.3615035132819195,3.342395429877178,2.856599314481577,3.9521375035704085,4.182831990859754,3.8399483004855757,2.21426009711511,2.759860325621251,1.4706093116252499,4.2510946586689515,2.971612396458155,3.577589031705227,2.95642902027992,3.184571722365039,3.336172007997715,1.5113179091688087,1.5075823479005996,1.1917903456155383,2.776200114253071,3.082760639817195,2.633408511853756,1.8431546415309912,1.9301570408454727,2.5391131105398457,2.435809368751785,3.2162725506998,2.713286203941731,2.359930362753499,2.03981656669523,1.7902806055412739,2.839177035132819,1.3893537275064267,2.188734361610968,3.326373093401885,1.4838778063410454,1.5177294487289346,3.152783204798629,3.2456492430734074,3.515996686660954,2.4553211082547843,2.420005027135104,1.5972078834618681,3.086894887175093,1.869838503284776,2.9892011425307055,10.350841889117044
"El Centro, CA",2.852547420531527,4.373234801111691,3.5712051849921838,1.8151334028139654,3.6318894389438943,1.708405072086156,3.242527748827514,2.189786347055758,3.2917889525794686,2.748272060100747,1.9229051589369466,1.6749260031266284,1.829899774187945,1.4380115511551155,2.079280832030572,1.2026934601354873,1.2877031439986104,1.958214217474379,4.562294250477679,3.8036322737536916,3.000207703665103,3.760609649122807,3.771565268368942,4.075599791558103,3.2555863296856002,2.270141393086677,1.6931764373805802,3.6630199756817787,2.1677570783394127,2.875777140871982,2.868355089456314,2.520137267674136,1.8205516327948585,1.932999001215911,3.4157237710613164,2.020340368247351,3.1219348619072433,3.2218833593885705,2.8484371200277923,2.480514156678826,1.2994444589195762,1.5577123067569913,1.9264970470731284,3.153685035608824,2.7465524144519717,3.4287549939204447,3.3990838978634703,2.8736072173006773,3.865694502344972,4.0274307364947015,3.715698975160674,2.447547724509293,2.6869075039082855,1.4120163713739795,4.197362254646517,2.863424092409241,3.4804191853395867,2.831783828382838,3.1595841149904462,3.2581845579294773,1.5578100573215217,1.5166251954142782,1.1403538301198541,2.6874836720514157,2.997397993746743,2.5610287910369984,1.7632379711655377,1.8552548636442592,2.5020672659371197,2.3145445978808405,3.167945631405246,2.6445478547854786,2.3738891783915235,2.126655245787737,1.6750862428348097,2.7553515719993054,1.3225199322563836,2.1713313357651556,3.1976608042383186,1.5264434601354873,1.4948166579815876,3.0774568351572,3.1934199235713043,3.4337335852006254,2.316871460830294,2.2588414973076256,1.4727407503908285,3.002921530310926,1.8664004255688726,2.903836807364947,11.173053892215568
"El Paso, TX",2.8292467888846313,4.571535168598524,3.594595454013262,1.8768580490095903,3.7956579493565794,1.712306183542485,3.3543896738725505,2.132110567609711,3.5939755816861982,2.6181531656129255,2.038812106177688,1.7343355173175377,1.8543383425934794,1.4818230088024609,2.038307997653032,1.1749310265457524,1.2546899613894478,1.8867109962906194,4.580114563708742,3.9043649009856205,3.157818564996647,3.902005367159477,3.851778278038552,4.179045817101468,3.4102639574086493,2.0965337416578858,1.462404599205969,4.022053748762652,2.0370460466094027,3.0769249874934808,2.9493666771774647,2.2224527559578933,1.6701711603655096,1.7646719979031622,3.5889895936445595,2.0493193459888666,3.149366257410778,3.139895424875733,2.99276608418218,2.3970946091579655,1.3365843943917575,1.5631575861353257,1.8718822012272354,3.173338368537855,2.8745500500260777,3.3225809637470594,3.305915986790987,2.8397542688475905,3.9385951945695097,4.227661783802195,3.8342612219401606,2.215526414700216,2.6648619805803024,1.4286926163638491,4.262665188502517,2.96274335158753,3.593538939181063,2.9564833403848816,3.182428475348852,3.322337912182946,1.4623705176102437,1.447355437275814,1.176996303924386,2.767985838362551,3.0835106079232792,2.6388918299166586,1.818832926206214,1.9079069368607042,2.531101498387457,2.4009424081436066,3.2217920598237377,2.70954367901885,2.3284480467211632,1.994015494113953,1.741973655150025,2.828236103793467,1.3913943811135592,2.138961211163266,3.3346030410799243,1.4389605778544134,1.4816909160094092,3.1639884500963267,3.252217693930879,3.532951819299422,2.4267739672808166,2.394279472145054,1.5542632422752285,3.094509457722643,1.817906435269449,2.9965441007812585,10.60594592763247
"Elizabethtown-Fort Knox, KY",2.8582211925489096,4.578630019657399,3.654990124496864,1.851095431994758,3.79489633061874,1.7307898062342038,3.3784939155667884,2.1589090143218197,3.6923958157820835,2.5527898530375364,2.064112421604418,1.7229016661986334,1.8253763455958063,1.4608866891322663,2.0389941495834503,1.1660778339417768,1.2304528222409437,1.8301297388374052,4.625993494336797,3.9110245717495085,3.2213587475428254,3.933611345127773,3.8846176167743143,4.199350556959655,3.417795095010765,2.042477768417111,1.395669896096602,4.065848169989703,2.0096419077038283,3.1416084901244967,2.9539729944772066,2.1228543012262477,1.6400180660863053,1.7173792942057473,3.5713740522325192,2.105147758120378,3.234768276701301,3.199422774501545,2.952344893756435,2.382958532247496,1.3165047739399045,1.5515333707759993,1.8727137508190583,3.1558761115791447,2.86634615744641,3.3290363661892726,3.2788326312833473,2.8219647102873724,3.9610366938125994,4.267383693718992,3.8656222035008896,2.1409382196012356,2.621797247964055,1.4190575680988486,4.317445380511093,2.9898009922306468,3.616651127960311,2.980923897781522,3.214221239352242,3.359922119254891,1.425084948048301,1.4317530188149397,1.17441683047833,2.7928677337826455,3.1270788168117574,2.665726060095479,1.8581569315735282,1.9365944959281103,2.5907110362257795,2.438447861087709,3.2585893943648787,2.7508801366657303,2.299902649068614,1.965869699522606,1.789701207525976,2.8560570532621923,1.3997582139848357,2.15210582233455,3.3654425723111485,1.4165110455864458,1.5012850322942994,3.2012739867078537,3.2885448375924367,3.563091781334831,2.4981518300102965,2.453012122063091,1.59018449873631,3.129984695310306,1.7987451558550969,3.0299031639052703,10.307875155022737
"Elkhart-Goshen, IN",2.8917636270283427,4.370785913375142,3.5303549395373026,2.0362079786755216,3.367932290781064,1.5402215381896864,3.1038082013889587,2.1899225170619165,3.223030418054458,3.0190858546961525,1.6773559547504975,1.9958995505722867,2.483512522629752,1.6565641034617269,2.4333667720221244,1.146727661142173,1.3391304924034046,2.0380734987680746,4.561431645645586,3.9138001830384384,2.993942629618887,3.8341815948015747,3.7894133434687953,4.204293241580732,3.3296346732813893,2.0202470018703926,1.7259464037447865,3.6553009832064736,2.6434957991178147,2.855156027765831,2.9663998556363502,2.2053656684570426,1.7224993181901533,2.258154122365697,3.4653785928378293,1.9491065740472164,3.267077134531585,3.331765332386468,3.2959500678475813,2.628296662299083,1.4764251842887006,1.6495361392559102,1.9820905090068914,3.212528712696333,2.607364299836299,3.556662534132168,3.588239626988334,2.952695479384004,3.9086424649176323,3.820384247358612,3.9603809533335332,2.5329994232122077,3.359216935556467,1.6068074528984422,4.16512117211281,2.839687664409526,3.4139357731790345,2.9014889293418284,3.0980695629415513,3.2640241050620635,1.8024071971780742,1.742073893851042,1.2990423989037698,2.6456652096940356,3.037277821675885,2.511839791356185,1.8094707571923436,1.9347475936613356,2.4859670897555155,2.4061930455395633,3.185071066590651,2.53811594601533,2.6041602569873006,2.3303344569026163,1.8647545084467738,2.6534192430410384,1.3784065887169639,2.420335542130514,3.2345683360172304,1.7824766117551354,1.4819698236629693,2.8532890073582116,3.0778461626941658,3.3631463924090728,2.387646008995222,2.368831516285087,1.6285960084951174,3.0423097900559117,2.1111920153232178,2.83783628061893,10.147319236556585
"Elmira, NY",2.8408044569993725,4.564757689893283,3.5878768047708722,1.8796884808537353,3.792146892655367,1.7071209981167608,3.347974576271186,2.1273414940364095,3.5618998744507215,2.6509301632140616,2.010081450094162,1.723966258631513,1.9163126177024483,1.4834957627118643,2.0969830508474576,1.1591785938480854,1.245279347143754,1.8750483364720651,4.6130230696798495,3.901245134965474,3.1577038606403014,3.9304825800376646,3.8668989328311363,4.192338512241055,3.415098085373509,2.1087664783427496,1.4508289391086002,3.967849654739485,2.0710131826741995,3.026302259887006,2.9682725988700565,2.192394852479598,1.6661839296924041,1.790974419334589,3.5759144695543004,1.9922736974262398,3.170853107344633,3.1740698367859386,3.0042583176396738,2.4346669805398617,1.3415064344005023,1.551285781544256,1.887630728185813,3.161545982423101,2.7496010671688635,3.432637947269303,3.3427176710608912,2.9368341180163213,3.9532007219083494,4.238596986817326,3.824329252981795,2.208499529190207,2.772938637790333,1.4160257376020087,4.2563774325172625,2.9547656936597617,3.59211974262398,2.9484212178279976,3.1888604833647207,3.31158490269931,1.4763567168863778,1.4774215317011927,1.211024011299435,2.7371332391713747,3.078370841180163,2.6000340552416823,1.852313088512241,1.9281280602636537,2.532740583804143,2.4201150345260514,3.212226773383553,2.748523226616447,2.352310106716886,2.0632827997489014,1.7906629001883239,2.873976773383553,1.3818300376647834,2.1796699623352165,3.305607187696171,1.4677707156308852,1.4870580665411175,3.2095825486503458,3.2725425298179536,3.526719397363465,2.4250695229127435,2.3977225360954177,1.6029846202134337,3.1061741996233523,1.8635296610169492,2.9789020715630885,10.74756446991404
"Enid, OK",2.943260841423948,4.52604832793959,3.603929665587918,1.9959460625674217,3.7361154261057172,1.682814455231931,3.259881553398058,2.12915857605178,3.3753395900755123,2.796691046386192,1.9793885652642935,1.8925257820927726,2.07368953613808,1.597730312837109,2.2055693635382956,1.1768347357065805,1.3778047464940668,1.9941201725997841,4.591023085221144,3.9207078748651565,3.14770355987055,3.964790722761596,3.8808522114347355,4.18400733549083,3.384618122977346,2.2122286947141316,1.6153577130528585,3.813497734627832,2.1641313915857605,2.9899928802588995,2.984380151024811,2.408111111111111,1.7531361380798276,1.9726334412081983,3.5504008629989214,2.082712405609493,3.223052642934196,3.3015300970873787,3.1086895361380797,2.5832701186623517,1.411753182308522,1.6376822006472491,2.0065926645091694,3.1945359223300973,2.7129669902912625,3.479115641855448,3.4691948220064726,2.9146327939590075,3.9280248112189864,4.112099244875944,3.95129644012945,2.4528362459546926,2.975626752966559,1.4987969795037757,4.270547572815534,2.9041279395900754,3.4785810140237325,2.8916699029126214,3.1641652642934197,3.28724832793959,1.6147853290183387,1.5619449838187702,1.21915857605178,2.74293786407767,3.066070334412082,2.605657605177994,1.8458330097087379,1.957314563106796,2.552281984897519,2.422375836030205,3.2169559870550164,2.6473603020496226,2.445285868392664,2.1965656957928803,1.7795352750809061,2.750006472491909,1.346363322545847,2.244020064724919,3.2474112189859765,1.5833149946062568,1.4410476806903993,3.077695792880259,3.1827236245954693,3.43992427184466,2.415291693635383,2.3882442286947145,1.5622312837108951,3.101501186623517,1.9677311758360303,2.9264101402373246,10.494673256452499
"Erie, PA",2.8412290750868503,4.528585149451382,3.5988597960306814,1.8915527757713344,3.689788661300863,1.7102440047466723,3.313246639493688,2.1415945826024148,3.4925822636122863,2.6652813847900116,2.0441545385753104,1.7590183555188663,1.938979185154611,1.468838147078045,2.1419727324321536,1.1706650930416538,1.2398331596326488,1.8650670175076531,4.584892926426582,3.9229748305988377,3.123130686547656,3.8683244281635885,3.8270797544113098,4.176235393664225,3.383268971210401,1.970457964434355,1.4667044938602827,3.9994357445052113,2.066371845010835,3.0286388659581056,2.936829193753655,2.1099822188972586,1.6120411550235612,1.8696447356653938,3.611233078801637,2.053068969490593,3.2011134953393183,3.24190737625976,3.0372282444192207,2.471140910810718,1.3264462920923195,1.5862362363705156,1.909961435008427,3.182723920820005,2.7274628486912253,3.4586440013070545,3.360245316960754,2.9266158875932993,3.935167698551921,4.102211268186978,3.8083240016510165,2.2114240945206896,2.8193584012657795,1.4412666081931689,4.250181914491109,2.9611010834795173,3.5721618684002343,2.946151339731022,3.188343296185464,3.3209968905857665,1.4984326952842841,1.4926934767653834,1.187609961132322,2.7745919340969287,3.0873633405565304,2.6336560262098856,1.8193326677673443,1.9203884944794136,2.5451563718914456,2.399408979121522,3.235525702541877,2.6932064510026485,2.3648562687029204,2.045082705603137,1.8068316135245759,2.8129891222096104,1.3856843875761016,2.2032276837615656,3.3208345991125787,1.4714779537715406,1.528884470126922,3.13647870188835,3.2594220187115193,3.5178009097788325,2.439002125683624,2.411384822687717,1.5882811233790801,3.0988959567296113,1.8674484315344133,2.975795217211846,10.507088274044795
"Eugene, OR",2.8192727646344555,4.527979788639366,3.6067947146498005,1.8869481339151088,3.7067854369320687,1.6418014757882657,3.269420448874478,2.153422894733331,3.5448451596546704,2.6244319829737264,1.9339681117649414,1.7354357498365425,1.9301557076711633,1.5050517059631987,2.0926768650841305,1.1711995289753545,1.2679652269057817,1.8734746260491306,4.573396133061126,3.9137203768197164,3.1088855356737786,3.8891995983614214,3.836051605887141,4.1630622846696825,3.3820088200365612,2.075001321003963,1.4845153129711914,3.9646763059925547,2.0721566764074026,3.0623566230335055,2.9724385452944233,2.197082923021496,1.6418325220500916,1.8450238274421893,3.526018762259317,2.062916635309502,3.212489889649467,3.176343159467862,3.007803933656245,2.4251225784929877,1.3531313224717452,1.569325726218593,1.8915957247508106,3.1915876372709926,2.8500228693807292,3.35112531123654,3.33745455346063,2.8382272407029343,3.932478970684387,4.167340919098515,3.848618440681584,2.2369023751384387,2.74241310062314,1.4533133488117636,4.252040892411566,2.9487537008126177,3.5682628677795125,2.9486848805091865,3.175793759257035,3.3185415208892093,1.4959444244292328,1.4825334520902553,1.1723501727979933,2.7424436491733717,3.080493117435918,2.611864791908517,1.8594088200365613,1.942098662983868,2.557690003068999,2.420965078793216,3.214076380716011,2.6887344782034344,2.3424649667080315,2.0269056202714064,1.8162860200418987,2.806020548950536,1.3874668921713835,2.1694274795511252,3.320369917137024,1.4669022723936858,1.5058082569419426,3.135543506398196,3.2268551806039256,3.5182663664384934,2.4505225624808187,2.4116150060712807,1.5602993261545441,3.0920580454478737,1.8384009620645025,2.983457670496244,10.53029810298103
"Evansville, IN-KY",2.9222951334797442,4.499448758672574,3.5923079938395914,1.9812219241651658,3.6326798094630157,1.6525661332036405,3.2533038902778517,2.1626594411050233,3.490897260239273,2.7871995736855304,1.9506726307630347,1.8792121921378797,2.096104854868167,1.5878099354322293,2.22480819141849,1.1817111257184398,1.311958206996826,1.9632425318975935,4.594144750607302,3.924869255963463,3.113868119884796,3.9028798061700347,3.844408735013767,4.178690714298379,3.3716381785758616,2.106038493688874,1.6023939153298428,3.9057716925165726,2.26412625418272,2.997409729240917,2.9790619941790215,2.2899177451181547,1.7245042707438847,1.9747345324852639,3.581926474052571,2.029387225510982,3.2444569733952418,3.289656260844675,3.105929769567277,2.5019979862150725,1.415874139708546,1.6324992692113816,1.951309726454548,3.159000091190261,2.724695140825627,3.452429910152262,3.4134792630813693,2.9263783496589233,3.93313984026506,4.104749203985015,3.878226396287543,2.378948749806854,2.996800634025619,1.530149197399051,4.253659477834434,2.929750435053536,3.52450577664972,2.9406892527211426,3.169142332798857,3.3120699568619405,1.6038075416878812,1.57476251523004,1.2285783311675644,2.7369222653687255,3.0706341750701025,2.603616671606139,1.8290329513474628,1.9420399590657051,2.5354754128259103,2.4080056056679817,3.2240124044085423,2.650899857895177,2.4482636272446103,2.160950029003569,1.81251086557289,2.770407116386637,1.3821386117296006,2.2594150385405505,3.2986186587939073,1.5755650667842007,1.5418824836174163,3.0589537437401684,3.2070240336998674,3.4710037046043483,2.438202062419734,2.411072992737709,1.5882783000108922,3.0776695746227634,1.9562472053984634,2.9470255206077325,10.331486440096121
"Fairbanks, AK",2.847454598711189,4.54530316344464,3.6502482425307554,1.923742677211482,3.7932403339191563,1.6931326889279437,3.2877643526654947,2.1018153192735793,3.638195664909197,2.6189777387229056,1.991511423550088,1.8042223198594023,1.9385288517867603,1.568347978910369,2.091490187463386,1.194392208553017,1.3200981253661395,1.9216849736379615,4.612055506736965,3.9208355301698883,3.1501911247803167,3.907546865846514,3.875308289396602,4.148442442882249,3.3562719683655535,2.151506297598125,1.4593900117164615,3.9743292325717636,2.061706942003515,3.098777094317516,2.9772363796133563,2.303736818980668,1.6884080257762155,1.7516988869361452,3.540866285881664,2.1056546572934973,3.2458963093145874,3.2431275629759813,2.9839953134153485,2.442953280609256,1.3943629173989456,1.587535149384886,1.9597737258347978,3.138685559461043,2.7895723491505566,3.409275776215583,3.2932915934387816,2.880995166959578,3.9525915348564733,4.217514645577036,3.8076486526069124,2.263919156414763,2.7443043350908027,1.4913898652606912,4.285495020503808,3.015943175161101,3.584378295254833,2.9951010544815464,3.2337902753368484,3.3536613942589337,1.4764323374340949,1.4897415055653194,1.2013671646162858,2.814876244874048,3.1064916520210897,2.679912126537786,1.904739308728764,2.002221734036321,2.6137104569420035,2.466978617457528,3.242681605155243,2.744611892208553,2.3597129466900997,2.0418907439953133,1.8288898652606913,2.851210456942004,1.407685266549502,2.23222539543058,3.350144991212654,1.4698674575278265,1.5810698594024606,3.192757762155829,3.2597583479789107,3.538864235500879,2.5044830111306386,2.469379759812537,1.6069134446397186,3.1353646748681894,1.8889901874633859,3.0121316637375513,10.363019693654268
"Fargo, ND-MN",2.8496942627407216,4.53416657223796,3.5946308610181132,1.8999309468623915,3.741073525624517,1.665375394168312,3.271724208086531,2.1284952442269724,3.5989853435201873,2.586493138180674,1.9716995192720406,1.7352888202134662,1.8706195524651614,1.492065733825507,2.053699493518757,1.1896371877414371,1.28086907316794,1.8954272469739892,4.584633341917761,3.963317741150886,3.135500606632901,3.9231745929550463,3.8620523278106846,4.151079594815005,3.345322330958308,2.148740793201133,1.4926069133258935,3.9988427246973988,2.034076335593899,3.0968876727616106,3.0038402123215153,2.2294185166108678,1.680474547171431,1.7732164048416175,3.5430506652931584,2.0700327095315765,3.2059095716370503,3.167692657452714,2.98404696254328,2.4138562995393023,1.3446632672332388,1.583345148367528,1.8957640026325577,3.143197398918362,2.876847861046728,3.3231433027155406,3.289545400177411,2.8191433885598194,3.974451263341632,4.206462320084699,3.827012249978539,2.2095862105474002,2.702489023378259,1.4523976936503846,4.237466698142902,2.989641039288065,3.588365693764844,2.986841909176753,3.1897878473116434,3.349110887915987,1.4830173691590123,1.4736821386671244,1.17505541820471,2.7816868715483447,3.111854628437348,2.6541026010816378,1.8595124474203795,1.9453504077603228,2.5618445531805305,2.4318436546770825,3.228834589521275,2.7234350645262824,2.3329967608092255,2.0159750221764385,1.833800449251724,2.8476498583569403,1.3963733768277677,2.1536883881305977,3.339480665007011,1.4560887286462356,1.536846845222766,3.1699494348585,3.2521094028099693,3.53445068532349,2.4688650327638997,2.427225721807308,1.5909311786419436,3.107449758205282,1.8329998197270152,3.005994540303889,10.201024073366451
